fecha,afore,tasa_interes_banxico,inflacion_anual,desempleo,comision,app_dummy,rendimiento,incremento_mensual,año
01/04/2024,coppel,11.0,4.65,2.76,0.57,0,4.9963,-1.1669,2024
01/04/2024,inbursa,11.0,4.65,2.76,0.57,1,5.9505,-0.5041,2024
01/04/2024,xxi banorte,11.0,4.65,2.76,0.57,1,4.9477,-6.3838,2024
01/04/2024,pensionissste,11.0,4.65,2.76,0.53,0,5.3054,-7.8273,2024
01/04/2024,sura,11.0,4.65,2.76,0.57,1,5.2451,-10.8408,2024
01/04/2024,invercap,11.0,4.65,2.76,0.57,0,6.2338,-0.9719,2024
01/04/2024,azteca,11.0,4.65,2.76,0.57,1,7.1608,-0.5952000000000001,2024
01/04/2024,principal,11.0,4.65,2.76,0.57,1,4.3505,-1.8248,2024
01/05/2024,invercap,11.0,4.69,2.79,0.57,0,6.8155,0.4924,2024
01/05/2024,sura,11.0,4.69,2.79,0.57,1,5.9995,11.119200000000001,2024
01/05/2024,banamex,11.0,4.69,2.79,0.57,1,4.7972,5.337999999999999,2024
01/05/2024,coppel,11.0,4.69,2.79,0.57,0,5.5133,0.5288,2024
01/05/2024,xxi banorte,11.0,4.69,2.79,0.57,1,5.9849,20.3673,2024
01/05/2024,principal,11.0,4.69,2.79,0.57,1,5.2339,1.6332,2024
01/05/2024,pensionissste,11.0,4.69,2.79,0.53,0,6.0921,21.979499999999998,2024
01/05/2024,azteca,11.0,4.69,2.79,0.57,1,7.4926,0.3789,2024
01/05/2024,inbursa,11.0,4.69,2.79,0.57,1,6.6943,0.4118,2024
01/05/2024,profuturo,11.0,4.69,2.79,0.57,1,3.6662,20.6512,2024
01/06/2024,principal,10.75,4.98,2.84,0.57,1,4.7428,0.38420000000000004,2024
01/06/2024,xxi banorte,10.75,4.98,2.84,0.57,1,6.1146,10.8484,2024
01/06/2024,pensionissste,10.75,4.98,2.84,0.53,0,5.7306,2.1338,2024
01/06/2024,profuturo,10.75,4.98,2.84,0.57,1,3.3698,13.4733,2024
01/06/2024,sura,10.75,4.98,2.84,0.57,1,5.2508,3.9737,2024
01/06/2024,banamex,10.75,4.98,2.84,0.57,1,3.2646,1.0264,2024
01/06/2024,coppel,10.75,4.98,2.84,0.57,0,5.1992,-0.35119999999999996,2024
01/06/2024,inbursa,10.75,4.98,2.84,0.57,1,7.5187,-0.1765,2024
01/06/2024,invercap,10.75,4.98,2.84,0.57,0,6.7156,0.07150000000000001,2024
01/06/2024,azteca,10.75,4.98,2.84,0.57,1,7.0044,-0.0088,2024
01/07/2024,profuturo,10.75,5.57,2.91,0.57,1,4.9443,22.6127,2024
01/07/2024,coppel,10.75,5.57,2.91,0.57,0,7.5184,0.3333,2024
01/07/2024,xxi banorte,10.75,5.57,2.91,0.57,1,7.3338,23.5603,2024
01/07/2024,azteca,10.75,5.57,2.91,0.57,1,7.9092,0.24710000000000001,2024
01/07/2024,principal,10.75,5.57,2.91,0.57,1,6.2317,1.2467,2024
01/07/2024,invercap,10.75,5.57,2.91,0.57,0,8.0725,0.41350000000000003,2024
01/07/2024,banamex,10.75,5.57,2.91,0.57,1,4.1981,3.2302,2024
01/07/2024,sura,10.75,5.57,2.91,0.57,1,6.539,9.4264,2024
01/07/2024,pensionissste,10.75,5.57,2.91,0.53,0,6.4248,12.7904,2024
01/07/2024,inbursa,10.75,5.57,2.91,0.57,1,8.8932,0.3296,2024
01/08/2024,azteca,10.75,5.16,2.89,0.57,1,8.8365,0.3048,2024
01/08/2024,xxi banorte,10.75,5.16,2.89,0.57,1,10.0796,14.6971,2024
01/08/2024,sura,10.75,5.16,2.89,0.57,1,8.8401,13.978699999999998,2024
01/08/2024,pensionissste,10.75,5.16,2.89,0.53,0,8.63,13.507,2024
01/08/2024,inbursa,10.75,5.16,2.89,0.57,1,10.3839,0.44659999999999994,2024
01/08/2024,profuturo,10.75,5.16,2.89,0.57,1,8.2833,17.3812,2024
01/08/2024,invercap,10.75,5.16,2.89,0.57,0,9.7055,0.6837000000000001,2024
01/08/2024,banamex,10.75,5.16,2.89,0.57,1,6.4908,4.572,2024
01/08/2024,principal,10.75,5.16,2.89,0.57,1,8.8748,1.8859000000000001,2024
01/08/2024,coppel,10.75,5.16,2.89,0.57,0,9.2429,0.7929,2024
01/09/2024,invercap,10.5,4.58,2.97,0.57,0,11.6615,0.2488,2024
01/09/2024,profuturo,10.5,4.58,2.97,0.57,1,12.566,22.276999999999997,2024
01/09/2024,coppel,10.5,4.58,2.97,0.57,0,12.427,-0.6259,2024
01/09/2024,inbursa,10.5,4.58,2.97,0.57,1,11.6632,1.578,2024
01/09/2024,xxi banorte,10.5,4.58,2.97,0.57,1,13.2639,24.1225,2024
01/09/2024,azteca,10.5,4.58,2.97,0.57,1,11.0535,0.33149999999999996,2024
01/09/2024,sura,10.5,4.58,2.97,0.57,1,12.5658,13.3397,2024
01/09/2024,principal,10.5,4.58,2.97,0.57,1,12.2086,1.6184,2024
01/09/2024,pensionissste,10.5,4.58,2.97,0.53,0,11.0752,17.7003,2024
01/09/2024,banamex,10.5,4.58,2.97,0.57,1,10.2115,-0.8240999999999999,2024
01/10/2024,coppel,10.25,4.76,2.95,0.57,0,11.5103,-0.5736,2024
01/10/2024,invercap,10.25,4.76,2.95,0.57,0,10.6548,-0.45539999999999997,2024
01/10/2024,sura,10.25,4.76,2.95,0.57,1,11.5513,-5.131,2024
01/10/2024,azteca,10.25,4.76,2.95,0.57,1,10.1744,-0.2661,2024
01/10/2024,xxi banorte,10.25,4.76,2.95,0.57,1,12.1616,4.0713,2024
01/10/2024,principal,10.25,4.76,2.95,0.57,1,11.3673,-0.4768,2024
01/10/2024,banamex,10.25,4.76,2.95,0.57,1,9.549,-3.3771,2024
01/10/2024,inbursa,10.25,4.76,2.95,0.57,1,10.7389,-0.177,2024
01/10/2024,profuturo,10.25,4.76,2.95,0.57,1,12.0203,-1.614,2024
01/10/2024,pensionissste,10.25,4.76,2.95,0.53,0,10.7797,-6.8098,2024
01/11/2024,invercap,10.25,4.55,2.9,0.57,0,8.3237,0.5848,2024
01/11/2024,xxi banorte,10.25,4.55,2.9,0.57,1,8.5924,26.6884,2024
01/11/2024,principal,10.25,4.55,2.9,0.57,1,7.5499,1.9728999999999999,2024
01/11/2024,coppel,10.25,4.55,2.9,0.57,0,8.089,0.6978,2024
01/11/2024,profuturo,10.25,4.55,2.9,0.57,1,6.6625,22.323400000000003,2024
01/11/2024,banamex,10.25,4.55,2.9,0.57,1,4.2629,4.7203,2024
01/11/2024,sura,10.25,4.55,2.9,0.57,1,8.3215,12.957,2024
01/11/2024,pensionissste,10.25,4.55,2.9,0.53,0,7.3216,14.281300000000002,2024
01/11/2024,azteca,10.25,4.55,2.9,0.57,1,7.1533,0.32159999999999994,2024
01/11/2024,inbursa,10.25,4.55,2.9,0.57,1,9.0285,0.3283,2024
01/12/2024,principal,10.0,4.21,2.82,0.57,1,5.4757,-0.1866,2024
01/12/2024,banamex,10.0,4.21,2.82,0.57,1,1.9578,-2.708,2024
01/12/2024,pensionissste,10.0,4.21,2.82,0.53,0,5.6841,-1.8805,2024
01/12/2024,invercap,10.0,4.21,2.82,0.57,0,7.1444,-0.3871,2024
01/12/2024,inbursa,10.0,4.21,2.82,0.57,1,8.096,-0.08539999999999999,2024
01/12/2024,azteca,10.0,4.21,2.82,0.57,1,6.2437,-0.1191,2024
01/12/2024,xxi banorte,10.0,4.21,2.82,0.57,1,6.1218,1.406,2024
01/12/2024,coppel,10.0,4.21,2.82,0.57,0,6.5921,-0.4025,2024
01/12/2024,profuturo,10.0,4.21,2.82,0.57,1,3.674,-3.5997000000000003,2024
01/12/2024,sura,10.0,4.21,2.82,0.57,1,6.2944,-4.463,2024
01/01/2025,xxi banorte,9.5,3.59,2.9,0.55,1,7.7104,27.1292,2025
01/01/2025,profuturo,9.5,3.59,2.9,0.55,1,5.9097,24.7365,2025
01/01/2025,pensionissste,9.5,3.59,2.9,0.52,0,7.0175,19.938399999999998,2025
01/01/2025,inbursa,9.5,3.59,2.9,0.55,1,8.3953,0.647,2025
01/01/2025,azteca,9.5,3.59,2.9,0.55,1,7.0981,0.5313,2025
01/01/2025,invercap,9.5,3.59,2.9,0.55,0,8.1078,0.8154,2025
01/01/2025,banamex,9.5,3.59,2.9,0.55,1,3.5572,5.5591,2025
01/01/2025,principal,9.5,3.59,2.9,0.55,1,7.0308,1.8354,2025
01/01/2025,coppel,9.5,3.59,2.9,0.55,0,7.1773,1.0537999999999998,2025
01/01/2025,sura,9.5,3.59,2.9,0.55,1,7.5961,13.5319,2025
01/02/2025,sura,9.0,3.77,2.85,0.55,1,9.3667,8.019400000000001,2025
01/02/2025,xxi banorte,9.0,3.77,2.85,0.55,1,9.3248,18.3178,2025
01/02/2025,coppel,9.0,3.77,2.85,0.55,0,9.2473,0.06860000000000001,2025
01/02/2025,pensionissste,9.0,3.77,2.85,0.52,0,8.713,9.0996,2025
01/02/2025,inbursa,9.0,3.77,2.85,0.55,1,10.0687,0.37020000000000003,2025
01/02/2025,principal,9.0,3.77,2.85,0.55,1,8.6762,0.9890000000000001,2025
01/02/2025,banamex,9.0,3.77,2.85,0.55,1,6.3264,2.1216,2025
01/02/2025,profuturo,9.0,3.77,2.85,0.55,1,8.593,10.8764,2025
01/02/2025,invercap,9.0,3.77,2.85,0.55,0,9.7716,0.2457,2025
01/02/2025,azteca,9.0,3.77,2.85,0.55,1,8.6128,0.2114,2025
01/03/2025,coppel,9.0,3.8,2.8,0.55,0,11.3027,-1.1151,2025
01/03/2025,profuturo,9.0,3.8,2.8,0.55,1,11.3367,7.823300000000001,2025
01/03/2025,sura,9.0,3.8,2.8,0.55,1,10.6419,3.5765,2025
01/03/2025,invercap,9.0,3.8,2.8,0.55,0,11.3914,-0.11869999999999999,2025
01/03/2025,xxi banorte,9.0,3.8,2.8,0.55,1,11.0327,21.032899999999998,2025
01/03/2025,inbursa,9.0,3.8,2.8,0.55,1,11.895,0.7447,2025
01/03/2025,banamex,9.0,3.8,2.8,0.55,1,9.4246,-0.7781999999999999,2025
01/03/2025,azteca,9.0,3.8,2.8,0.55,1,10.0957,0.2016,2025
01/03/2025,pensionissste,9.0,3.8,2.8,0.52,0,10.5541,4.4419,2025
01/03/2025,principal,9.0,3.8,2.8,0.55,1,10.5917,0.5273,2025
01/04/2025,sura,8.5,3.93,2.78,0.55,1,12.3882,0.21050000000000002,2025
01/04/2025,pensionissste,8.5,3.93,2.78,0.52,0,12.1529,0.3823,2025
01/04/2025,profuturo,8.5,3.93,2.78,0.55,1,13.5842,1.3044,2025
01/04/2025,coppel,8.5,3.93,2.78,0.55,0,13.0415,-0.8225,2025
01/04/2025,banamex,8.5,3.93,2.78,0.55,1,11.742,-3.0128,2025
01/04/2025,inbursa,8.5,3.93,2.78,0.55,1,12.5798,0.6401,2025
01/04/2025,xxi banorte,8.5,3.93,2.78,0.55,1,12.2671,6.6301,2025
01/04/2025,invercap,8.5,3.93,2.78,0.55,0,12.5257,-0.4305,2025
01/04/2025,azteca,8.5,3.93,2.78,0.55,1,11.8853,-0.12369999999999999,2025
01/04/2025,principal,8.5,3.93,2.78,0.55,1,12.0843,-0.7456999999999999,2025
01/05/2025,pensionissste,8.5,3.83,2.75,0.52,0,12.1267,27.559099999999997,2025
01/05/2025,inbursa,8.5,3.83,2.75,0.55,1,12.5518,0.6301,2025
01/05/2025,coppel,8.5,3.83,2.75,0.55,0,12.8064,0.7281,2025
01/05/2025,invercap,8.5,3.83,2.75,0.55,0,12.6572,0.5692,2025
01/05/2025,sura,8.5,3.83,2.75,0.55,1,12.2075,15.1355,2025
01/05/2025,xxi banorte,8.5,3.83,2.75,0.55,1,12.4897,28.3569,2025
01/05/2025,banamex,8.5,3.83,2.75,0.55,1,10.8783,5.6528,2025
01/05/2025,azteca,8.5,3.83,2.75,0.55,1,11.7914,0.4698,2025
01/05/2025,principal,8.5,3.83,2.75,0.55,1,12.0532,1.9591999999999998,2025
01/05/2025,profuturo,8.5,3.83,2.75,0.55,1,13.0905,29.154600000000002,2025
01/06/2025,profuturo,8.0,3.72,2.72,0.55,1,13.4619,14.3373,2025
01/06/2025,invercap,8.0,3.72,2.72,0.55,0,12.9506,0.17600000000000002,2025
01/06/2025,inbursa,8.0,3.72,2.72,0.55,1,12.0616,0.0552,2025
01/06/2025,azteca,8.0,3.72,2.72,0.55,1,12.3407,0.028300000000000002,2025
01/06/2025,principal,8.0,3.72,2.72,0.55,1,12.2706,0.9881,2025
01/06/2025,pensionissste,8.0,3.72,2.72,0.52,0,12.4745,3.864,2025
01/06/2025,banamex,8.0,3.72,2.72,0.55,1,12.1907,1.8605,2025
01/06/2025,coppel,8.0,3.72,2.72,0.55,0,13.6296,-0.36210000000000003,2025
01/06/2025,xxi banorte,8.0,3.72,2.72,0.55,1,12.3965,13.9229,2025
01/06/2025,sura,8.0,3.72,2.72,0.55,1,12.8232,4.5705,2025
01/07/2025,azteca,8.0,3.68,2.7,0.55,1,11.5233,0.24050000000000002,2025
01/07/2025,inbursa,8.0,3.68,2.7,0.55,1,11.394,0.3933,2025
01/07/2025,banamex,8.0,3.68,2.7,0.55,1,11.7021,2.1848,2025
01/07/2025,coppel,8.0,3.68,2.7,0.55,0,12.1405,0.177,2025
01/07/2025,invercap,8.0,3.68,2.7,0.55,0,11.9267,0.1907,2025
01/07/2025,principal,8.0,3.68,2.7,0.55,1,11.2227,1.2381,2025
01/07/2025,xxi banorte,8.0,3.68,2.7,0.55,1,11.598,25.347399999999997,2025
01/07/2025,sura,8.0,3.68,2.7,0.55,1,11.9435,7.507000000000001,2025
01/07/2025,profuturo,8.0,3.68,2.7,0.55,1,12.6608,18.776600000000002,2025
01/07/2025,pensionissste,8.0,3.68,2.7,0.52,0,11.6598,8.614700000000001,2025
01/08/2025,sura,7.75,3.58,2.68,0.55,1,11.5836,7.9223,2025
01/08/2025,principal,7.75,3.58,2.68,0.55,1,10.8111,1.3909,2025
01/08/2025,banamex,7.75,3.58,2.68,0.55,1,11.8475,2.0654,2025
01/08/2025,pensionissste,7.75,3.58,2.68,0.52,0,11.1639,7.0549,2025
01/08/2025,coppel,7.75,3.58,2.68,0.55,0,11.776,0.067,2025
01/08/2025,profuturo,7.75,3.58,2.68,0.55,1,12.3535,14.7705,2025
01/08/2025,azteca,7.75,3.58,2.68,0.55,1,11.9437,0.08070000000000001,2025
01/08/2025,inbursa,7.75,3.58,2.68,0.55,1,10.6454,0.19399999999999998,2025
01/08/2025,xxi banorte,7.75,3.58,2.68,0.55,1,10.7841,17.7002,2025
01/08/2025,invercap,7.75,3.58,2.68,0.55,0,11.4509,0.1911,2025
01/09/2025,banamex,7.5,3.49,2.65,0.55,1,10.9118,6.9898,2025
01/09/2025,pensionissste,7.5,3.49,2.65,0.52,0,10.7654,19.7954,2025
01/09/2025,principal,7.5,3.49,2.65,0.55,1,10.437,3.4606,2025
01/09/2025,xxi banorte,7.5,3.49,2.65,0.55,1,10.5398,39.4809,2025
01/09/2025,invercap,7.5,3.49,2.65,0.55,0,11.4263,0.753,2025
01/09/2025,azteca,7.5,3.49,2.65,0.55,1,11.7896,0.6414,2025
01/09/2025,sura,7.5,3.49,2.65,0.55,1,11.5197,18.9305,2025
01/09/2025,profuturo,7.5,3.49,2.65,0.55,1,12.4647,40.3749,2025
01/09/2025,coppel,7.5,3.49,2.65,0.55,0,11.3304,1.1083,2025
01/09/2025,inbursa,7.5,3.49,2.65,0.55,1,10.8397,1.0778,2025
01/10/2025,inbursa,7.25,3.44,2.63,0.55,1,12.5345,0.08310000000000001,2025
01/10/2025,principal,7.25,3.44,2.63,0.55,1,12.8041,1.5997999999999999,2025
01/10/2025,azteca,7.25,3.44,2.63,0.55,1,13.6649,0.0817,2025
01/10/2025,xxi banorte,7.25,3.44,2.63,0.55,1,13.3741,14.128599999999999,2025
01/10/2025,coppel,7.25,3.44,2.63,0.55,0,13.7152,0.09910000000000001,2025
01/10/2025,pensionissste,7.25,3.44,2.63,0.52,0,12.7397,4.9949,2025
01/10/2025,banamex,7.25,3.44,2.63,0.55,1,13.79,2.3329,2025
01/10/2025,invercap,7.25,3.44,2.63,0.55,0,13.73,0.1252,2025
01/10/2025,sura,7.25,3.44,2.63,0.55,1,13.9397,7.6088,2025
01/10/2025,profuturo,7.25,3.44,2.63,0.55,1,15.8471,20.8034,2025
01/11/2025,principal,7.25,3.4,2.61,0.55,1,12.9021,1.5761,2025
01/11/2025,inbursa,7.25,3.4,2.61,0.55,1,12.7689,0.5972999999999999,2025
01/11/2025,banamex,7.25,3.4,2.61,0.55,1,14.6952,3.1026,2025
01/11/2025,pensionissste,7.25,3.4,2.61,0.52,0,12.9529,10.167,2025
01/11/2025,sura,7.25,3.4,2.61,0.55,1,13.839,9.919400000000001,2025
01/11/2025,coppel,7.25,3.4,2.61,0.55,0,13.736,0.6277,2025
01/11/2025,xxi banorte,7.25,3.4,2.61,0.55,1,13.2569,22.069200000000002,2025
01/11/2025,invercap,7.25,3.4,2.61,0.55,0,13.6514,0.3081,2025
01/11/2025,azteca,7.25,3.4,2.61,0.55,1,13.5192,0.3422,2025
01/11/2025,profuturo,7.25,3.4,2.61,0.55,1,16.4932,17.4019,2025
01/12/2025,invercap,7.0,3.52,2.58,0.55,0,13.8994,-0.050499999999999996,2025
01/12/2025,profuturo,7.0,3.52,2.58,0.55,1,17.6687,5.5459000000000005,2025
01/12/2025,principal,7.0,3.52,2.58,0.55,1,13.5808,0.391,2025
01/12/2025,pensionissste,7.0,3.52,2.58,0.52,0,13.1345,-0.7751,2025
01/12/2025,inbursa,7.0,3.52,2.58,0.55,1,12.8281,-0.0453,2025
01/12/2025,coppel,7.0,3.52,2.58,0.55,0,14.2433,-0.3624,2025
01/12/2025,banamex,7.0,3.52,2.58,0.55,1,15.1157,-1.0222,2025
01/12/2025,azteca,7.0,3.52,2.58,0.55,1,13.3267,-0.22690000000000002,2025
01/12/2025,sura,7.0,3.52,2.58,0.55,1,14.3047,-0.0661,2025
01/12/2025,xxi banorte,7.0,3.52,2.58,0.55,1,13.7464,4.1739,2025
