sucursal,razon social,Entidad federativa,Latitud,Longitud
BANCO AZTECA,AZTECA,VERACRUZ,18.6033096,-96.68728608
BANCO AZTECA,AZTECA,VERACRUZ,18.44806882,-96.35732676
BANCO AZTECA,AZTECA,VERACRUZ,18.46644868,-95.30062658
BANCO AZTECA,AZTECA,VERACRUZ,21.27990131,-97.44699957
BANCO AZTECA,AZTECA,VERACRUZ,21.35224727,-98.22659922
BANCO AZTECA,AZTECA,VERACRUZ,20.54539687,-97.437802
BANCO AZTECA,AZTECA,VERACRUZ,18.83465155,-97.15451229
BANCO AZTECA,AZTECA,VERACRUZ,18.44925572,-95.21202904
BANCO AZTECA,AZTECA,VERACRUZ,19.56213869,-97.24583563
BANCO AZTECA,AZTECA,VERACRUZ,19.56296324,-97.2443033
BANCO AZTECA,AZTECA,VERACRUZ,17.82866967,-95.81460365
BANCO AZTECA,AZTECA,VERACRUZ,20.549052,-97.45034883
BANCO AZTECA,AZTECA,VERACRUZ,20.52580047,-97.45963226
BANCO AZTECA,AZTECA,VERACRUZ,20.53487373,-97.47079272
BANCO AZTECA,AZTECA,VERACRUZ,18.84659534,-97.10230402
BANCO AZTECA,AZTECA,VERACRUZ,18.84692745,-97.10492753
BANCO AZTECA,AZTECA,VERACRUZ,18.84882767,-97.10399571
BANCO AZTECA,AZTECA,VERACRUZ,21.65929693,-97.85081092
BANCO AZTECA,AZTECA,VERACRUZ,22.05926355,-98.18203037
BANCO AZTECA,AZTECA,VERACRUZ,20.44563321,-97.32164747
BANCO AZTECA,AZTECA,VERACRUZ,19.65448842,-96.8761124
BANCO AZTECA,AZTECA,VERACRUZ,18.80968477,-97.17373649
BANCO AZTECA,AZTECA,VERACRUZ,18.96992304,-96.72301251
BANCO AZTECA,AZTECA,VERACRUZ,18.14645788,-94.41357909
BANCO AZTECA,AZTECA,VERACRUZ,18.14624167,-94.41490852
BANCO AZTECA,AZTECA,VERACRUZ,18.88695826,-96.93348133
BANCO AZTECA,AZTECA,VERACRUZ,18.89417181,-96.93056631
BANCO AZTECA,AZTECA,VERACRUZ,18.89372819,-96.93516154
BANCO AZTECA,AZTECA,VERACRUZ,18.89377444,-96.93207388
BANCO AZTECA,AZTECA,VERACRUZ,18.89171168,-96.93047767
BANCO AZTECA,AZTECA,VERACRUZ,18.90092403,-96.9592796
BANCO AZTECA,AZTECA,VERACRUZ,18.36544874,-95.79412992
BANCO AZTECA,AZTECA,VERACRUZ,19.33194992,-96.98984206
BANCO AZTECA,AZTECA,VERACRUZ,19.0745393,-97.046303
BANCO AZTECA,AZTECA,VERACRUZ,17.99401367,-94.63682284
BANCO AZTECA,AZTECA,VERACRUZ,20.24747279,-97.65980188
BANCO AZTECA,AZTECA,VERACRUZ,18.81277256,-96.72051823
BANCO AZTECA,AZTECA,VERACRUZ,20.97167897,-98.1706376
BANCO AZTECA,AZTECA,VERACRUZ,17.90535044,-94.09264143
BANCO AZTECA,AZTECA,VERACRUZ,17.90935956,-94.09089849
BANCO AZTECA,AZTECA,VERACRUZ,18.89922135,-96.9971391
BANCO AZTECA,AZTECA,VERACRUZ,20.44860446,-97.08727434
BANCO AZTECA,AZTECA,VERACRUZ,20.4509899,-97.08415285
BANCO AZTECA,AZTECA,VERACRUZ,17.77248929,-94.64782596
BANCO AZTECA,AZTECA,VERACRUZ,19.15142654,-96.96614427
BANCO AZTECA,AZTECA,VERACRUZ,19.14982213,-96.96038419
BANCO AZTECA,AZTECA,VERACRUZ,18.72592197,-95.98693878
BANCO AZTECA,AZTECA,VERACRUZ,18.03080591,-95.52952299
BANCO AZTECA,AZTECA,VERACRUZ,19.80348878,-97.30902609
BANCO AZTECA,AZTECA,VERACRUZ,19.53362702,-96.92352788
BANCO AZTECA,AZTECA,VERACRUZ,19.52975258,-96.92239642
BANCO AZTECA,AZTECA,VERACRUZ,19.57228313,-96.92286641
BANCO AZTECA,AZTECA,VERACRUZ,19.55789744,-96.91732663
BANCO AZTECA,AZTECA,VERACRUZ,17.96269526,-94.71540601
BANCO AZTECA,AZTECA,VERACRUZ,17.96090422,-94.7131061
BANCO AZTECA,AZTECA,VERACRUZ,19.0394944,-96.24056327
BANCO AZTECA,AZTECA,VERACRUZ,17.43175023,-95.02452894
BANCO AZTECA,AZTECA,VERACRUZ,17.98937466,-95.40231959
BANCO AZTECA,AZTECA,VERACRUZ,18.63263261,-95.52044013
BANCO AZTECA,AZTECA,VERACRUZ,18.80976806,-97.27698569
BANCO AZTECA,AZTECA,VERACRUZ,20.07047513,-97.06297472
BANCO AZTECA,AZTECA,VERACRUZ,20.0618737,-97.05321259
BANCO AZTECA,AZTECA,VERACRUZ,19.09837101,-96.15168646
BANCO AZTECA,AZTECA,VERACRUZ,17.98660982,-94.54539939
BANCO AZTECA,AZTECA,VERACRUZ,17.98419649,-94.54450851
BANCO AZTECA,AZTECA,VERACRUZ,19.93000908,-96.8533698
BANCO AZTECA,AZTECA,VERACRUZ,19.92638483,-96.85459291
BANCO AZTECA,AZTECA,VERACRUZ,20.03007336,-96.64406469
BANCO AZTECA,AZTECA,VERACRUZ,19.19706963,-96.13927308
BANCO AZTECA,AZTECA,VERACRUZ,19.18844458,-96.13505445
BANCO AZTECA,AZTECA,VERACRUZ,19.19104961,-96.13507365
BANCO AZTECA,AZTECA,VERACRUZ,19.19925888,-96.13977489
BANCO AZTECA,AZTECA,VERACRUZ,19.16965144,-96.13555103
BANCO AZTECA,AZTECA,VERACRUZ,18.83481006,-96.7997818
BANCO AZTECA,AZTECA,VERACRUZ,18.06905089,-94.40985771
BANCO AZTECA,AZTECA,VERACRUZ,18.2415484,-96.13582699
BANCO AZTECA,AZTECA,VERACRUZ,20.19029991,-96.86661777
DAZ CUICHAPA,AZTECA,VERACRUZ,17.93745879,-94.28297431
DAZ EL HIGO VERACRUZ,AZTECA,VERACRUZ,21.76955511,-98.45442555
DAZ OMEALCA,AZTECA,VERACRUZ,18.7469666,-96.78772338
DAZ PASO DE OVEJAS,AZTECA,VERACRUZ,19.28271633,-96.44124154
DAZ TEMPOAL DE SANCHEZ,AZTECA,VERACRUZ,21.52118253,-98.39433299
DAZ TIHUATLAN,AZTECA,VERACRUZ,20.71566891,-97.53739101
DAZ VERACRUZ CUAUHTEMOC,AZTECA,VERACRUZ,19.20551248,-96.15979219
DAZ ZONGOLICA,AZTECA,VERACRUZ,18.6671089,-96.99993716
MEGA PAPANTLA,AZTECA,VERACRUZ,20.44623941,-97.3244814
MEGA SAN ANDRES TUXTLA,AZTECA,VERACRUZ,18.44797737,-95.212431
BANCO AZTECA,AZTECA,YUCATAN,20.81336858,-89.453736
BANCO AZTECA,AZTECA,YUCATAN,21.20206355,-88.79518168
BANCO AZTECA,AZTECA,YUCATAN,20.96576518,-88.60399003
BANCO AZTECA,AZTECA,YUCATAN,20.96576401,-88.60398295
BANCO AZTECA,AZTECA,YUCATAN,21.07172714,-89.5214959
BANCO AZTECA,AZTECA,YUCATAN,20.65685776,-87.93782387
BANCO AZTECA,AZTECA,YUCATAN,21.24659296,-89.04354403
BANCO AZTECA,AZTECA,YUCATAN,21.01720662,-89.87685486
BANCO AZTECA,AZTECA,YUCATAN,20.93371945,-89.01755267
BANCO AZTECA,AZTECA,YUCATAN,20.93710932,-89.56156462
BANCO AZTECA,AZTECA,YUCATAN,20.58387718,-90.00116331
BANCO AZTECA,AZTECA,YUCATAN,20.58470455,-90.00007509
BANCO AZTECA,AZTECA,YUCATAN,20.96079579,-89.64177023
BANCO AZTECA,AZTECA,YUCATAN,20.99143794,-89.65225106
BANCO AZTECA,AZTECA,YUCATAN,20.97780748,-89.61897097
BANCO AZTECA,AZTECA,YUCATAN,20.96697665,-89.61995932
BANCO AZTECA,AZTECA,YUCATAN,20.9642306,-89.61897006
BANCO AZTECA,AZTECA,YUCATAN,21.00040406,-89.57284573
BANCO AZTECA,AZTECA,YUCATAN,20.96945602,-89.62141495
BANCO AZTECA,AZTECA,YUCATAN,20.96841524,-89.62287866
BANCO AZTECA,AZTECA,YUCATAN,20.96209613,-89.6220522
BANCO AZTECA,AZTECA,YUCATAN,21.00048493,-89.59659455
BANCO AZTECA,AZTECA,YUCATAN,21.01859805,-89.58569747
BANCO AZTECA,AZTECA,YUCATAN,20.99304613,-89.65113014
BANCO AZTECA,AZTECA,YUCATAN,21.03045706,-89.63963896
BANCO AZTECA,AZTECA,YUCATAN,20.99532663,-89.69758708
BANCO AZTECA,AZTECA,YUCATAN,20.95963948,-89.59166341
BANCO AZTECA,AZTECA,YUCATAN,21.06288565,-89.64471643
BANCO AZTECA,AZTECA,YUCATAN,21.0918072,-89.28609659
BANCO AZTECA,AZTECA,YUCATAN,20.4845535,-89.7141818
BANCO AZTECA,AZTECA,YUCATAN,20.30406101,-89.41833134
BANCO AZTECA,AZTECA,YUCATAN,20.12518054,-88.92376792
BANCO AZTECA,AZTECA,YUCATAN,21.28473556,-89.6631245
BANCO AZTECA,AZTECA,YUCATAN,20.40054047,-89.28539989
BANCO AZTECA,AZTECA,YUCATAN,20.20287581,-89.28859293
BANCO AZTECA,AZTECA,YUCATAN,20.39817103,-89.53670946
BANCO AZTECA,AZTECA,YUCATAN,20.39844893,-89.53729595
BANCO AZTECA,AZTECA,YUCATAN,20.69648824,-88.58617812
BANCO AZTECA,AZTECA,YUCATAN,21.00245755,-89.39598451
BANCO AZTECA,AZTECA,YUCATAN,21.14175951,-88.15132852
BANCO AZTECA,AZTECA,YUCATAN,21.13969132,-88.15310867
BANCO AZTECA,AZTECA,YUCATAN,20.07460963,-89.04982993
BANCO AZTECA,AZTECA,YUCATAN,20.88202087,-89.74811619
BANCO AZTECA,AZTECA,YUCATAN,20.88138015,-89.74854481
BANCO AZTECA,AZTECA,YUCATAN,20.69101704,-88.20369463
BANCO AZTECA,AZTECA,ZACATECAS,24.61275893,-101.4177057
BANCO AZTECA,AZTECA,ZACATECAS,23.17017703,-102.8733883
BANCO AZTECA,AZTECA,ZACATECAS,23.17287163,-102.8693773
BANCO AZTECA,AZTECA,ZACATECAS,23.18289581,-102.8647866
BANCO AZTECA,AZTECA,ZACATECAS,22.74983835,-102.5201005
BANCO AZTECA,AZTECA,ZACATECAS,22.64987326,-102.9876589
BANCO AZTECA,AZTECA,ZACATECAS,24.29141958,-103.3934663
BANCO AZTECA,AZTECA,ZACATECAS,22.27130407,-101.9854435
BANCO AZTECA,AZTECA,ZACATECAS,22.57128684,-102.2501009
BANCO AZTECA,AZTECA,ZACATECAS,23.82494636,-103.0346365
BANCO AZTECA,AZTECA,ZACATECAS,23.6332833,-103.6383268
BANCO AZTECA,AZTECA,ZACATECAS,21.78311733,-103.3052411
BANCO AZTECA,AZTECA,ZACATECAS,22.7738591,-103.5650821
BANCO AZTECA,AZTECA,ZACATECAS,22.35459762,-102.8844613
BANCO AZTECA,AZTECA,ZACATECAS,22.77138512,-102.5732902
BANCO AZTECA,AZTECA,ZACATECAS,22.77213372,-102.5743769
BANCO AZTECA,AZTECA,ZACATECAS,22.76212579,-102.5481898
BANCO AZTECA,AZTECA,ZACATECAS,22.76765651,-102.58677
INVER CAP S.A DE C.V,INVERCAP,AGUASCALIENTES,21.85854824,-102.2966709
AFORE INVERCAP S.A DE  C.V,INVERCAP,BAJA CALIFORNIA,32.49458822,-116.9589586
AFORE INVERCAP S.A DE C.V,INVERCAP,BAJA CALIFORNIA,32.51883539,-117.0122126
AFORE INVERCAP S.A DE C.V,INVERCAP,BAJA CALIFORNIA,31.86279732,-116.6110374
AFORE INVERCAP S.A DE C.V,INVERCAP,BAJA CALIFORNIA,32.57393767,-116.6215447
AFORE INVERCAP S.A DE C.V,INVERCAP,BAJA CALIFORNIA,32.49461099,-116.9589981
AFORE INVERCAP S.A DE C.V,INVERCAP,BAJA CALIFORNIA,32.65857943,-115.4527064
AFORE INVERCAP S.A DE C.V,INVERCAP,BAJA CALIFORNIA,32.65855645,-115.4530701
AFORE INVERCAP S.A DE C.V,INVERCAP,CAMPECHE,19.84846538,-90.53076081
AFORE INVEERCAP S.ADE C.V,INVERCAP,COAHUILA,29.32007859,-100.9321093
AFORE INVERCAP S.A DE C.V,INVERCAP,COAHUILA,26.92319487,-101.4210017
AFORE INVERCAP S.A DE C.V,INVERCAP,COAHUILA,29.32007859,-100.9321093
AFORE INVERCAP S.A DE C.V,INVERCAP,COAHUILA,28.70410163,-100.5227893
AFORE INVERCAP S.A DE C.V,INVERCAP,COAHUILA,27.84836396,-101.1185773
AFORE INVERCAP S.A DE C.V,INVERCAP,COAHUILA,25.44620754,-100.9907608
AFORE INVERCAP S.ADE C.V,INVERCAP,COAHUILA,25.57925314,-103.4039453
AFORE INVERCAP S.A DE C   AFORE INVERCAP S.A DE C.V,INVERCAP,COLIMA,19.10618222,-104.3354747
AFORE INVERCAP S.A DEC.V,INVERCAP,COLIMA,19.25774845,-103.7179719
INVER CAP,INVERCAP,CHIAPAS,16.75466394,-93.13093173
INVER CAP,INVERCAP,CHIAPAS,16.75451867,-93.13068117
INVER CAP,INVERCAP,CHIHUAHUA,28.66589199,-106.0905446
INVER CAP,INVERCAP,CHIHUAHUA,28.40477145,-106.8679678
INVER CAP,INVERCAP,CHIHUAHUA,30.42096612,-107.914544
INVER CAP,INVERCAP,CHIHUAHUA,28.6521095,-106.1307754
INVER CAP,INVERCAP,CHIHUAHUA,28.19779075,-105.471396
INVER CAP,INVERCAP,CHIHUAHUA,31.7217353,-106.4185334
INVER CAP,INVERCAP,CIUDAD DE MEXICO,19.40589136,-99.17002331
INVER CAP,INVERCAP,CIUDAD DE MEXICO,19.35559147,-99.10136068
INVERCAP S.A DE C.V.,INVERCAP,DURANGO,24.02903136,-104.6454606
INVERCAP S.A. DE C.V.,INVERCAP,GUANAJUATO,20.56883666,-101.2002428
INVERCAP S.A. DE C.V.,INVERCAP,GUANAJUATO,21.11946048,-101.6638628
INVERCAP S.A. DE C.V.,INVERCAP,GUANAJUATO,21.11930188,-101.6639304
INVERCAP S.A. DE C.V.,INVERCAP,GUANAJUATO,20.68941578,-101.355443
INVERCAP S.A. DE C.V.,INVERCAP,GUANAJUATO,20.52806011,-100.8036784
INVERCAP,INVERCAP,GUERRERO,16.86065885,-99.87463513
INVERCAP S.A. DE C.V.,INVERCAP,HIDALGO,20.11824058,-98.74350967
INVERCAP S.A. DE C.V.,INVERCAP,JALISCO,20.34516619,-102.7744513
INVERCAP S.A. DE C.V.,INVERCAP,JALISCO,20.62896712,-105.2292538
INVERCAP S.A. DE C.V.,INVERCAP,JALISCO,20.81398951,-102.7605398
AFORE INVERCAP,INVERCAP,ESTADO DE MEXICO,19.54137979,-99.21471304
AFORE INVERCAP,INVERCAP,ESTADO DE MEXICO,19.84051405,-99.23971788
INVERCAP S.A. DE C.V.,INVERCAP,ESTADO DE MEXICO,19.27109626,-98.89112969
INVERCAP S.A. DE C.V.,INVERCAP,ESTADO DE MEXICO,19.2617028,-99.61157995
INVERCAP S.A. DE C.V.,INVERCAP,ESTADO DE MEXICO,19.54268277,-99.21450725
INVERCAP S.A. DE C.V.,INVERCAP,MICHOACAN,19.69430508,-101.1707889
INVERCAP S.A. DE C.V.,INVERCAP,MICHOACAN,19.99084646,-102.2845302
INVERCAP S.A. DE C.V.,INVERCAP,MICHOACAN,17.96084381,-102.1953652
INVERCAP S.A. DE C.V.,INVERCAP,MICHOACAN,19.69430444,-101.1707915
INVERCAP S.A. DE C.V.,INVERCAP,MICHOACAN,19.41165424,-102.0527341
INVERCAP S.A. DE C.V.,INVERCAP,NAYARIT,21.50777351,-104.8912603
INVERCAP S.A. DE C.V.,INVERCAP,NAYARIT,21.50780457,-104.891246
AFORE INVERCAP S.A. DE C.V.,INVERCAP,NUEVO LEON,25.6656193,-100.3160139
AFORE INVERCAP S.A. DE C.V.,INVERCAP,NUEVO LEON,25.67415601,-100.4526919
AFORE INVERCAP S.A. DE C.V.,INVERCAP,NUEVO LEON,25.67449242,-100.4491199
AFORE INVERCAP S.A. DE C.V.,INVERCAP,NUEVO LEON,25.69202705,-100.3117509
AFORE INVERCAP S.A. DE C.V.,INVERCAP,NUEVO LEON,25.76624779,-100.3003075
INVER CAP,INVERCAP,NUEVO LEON,25.66624976,-100.3165035
AFORE INVERCAP S.A. DE C.V.,INVERCAP,OAXACA,17.06044832,-96.7176877
AFORE INVERCAP S.A. DE C.V.,INVERCAP,PUEBLA,19.04316348,-98.19122498
AFORE INVERCAP S.A. DE C.V.,INVERCAP,PUEBLA,18.46362514,-97.40646866
AFORE INVERCAP S.A. DE C.V.,INVERCAP,QUINTANA ROO,21.14944966,-86.82007506
AFORE INVERCAP S.A. DE C.V.,INVERCAP,QUINTANA ROO,18.49703806,-88.29842984
AFORE INVERCAP S.A.DE C.V.,INVERCAP,QUINTANA ROO,20.61677603,-87.09606194
AFORE INVERCAP S.A. DE C.V.,INVERCAP,SAN LUIS POTOSI,21.98629453,-99.0139591
AFORE INVERCAP S.A. DE C.V.,INVERCAP,SAN LUIS POTOSI,22.1410183,-100.9988712
AFORE INVERCAP S.A. DE C.V.,INVERCAP,SONORA,27.49589924,-109.9338426
AFORE INVERCAP S.A. DE C.V.,INVERCAP,SONORA,31.30129134,-110.9383942
AFORE INVERCAP S.A. DE C.V.,INVERCAP,SONORA,32.47989042,-114.7823635
INVER CAP,INVERCAP,SONORA,29.0854437,-110.9857992
AFORFE INVERCAP S.A. DE C.V.,INVERCAP,TABASCO,17.97919972,-92.93754483
AFORE INVERCAP S.A. DE C.V.,INVERCAP,TAMAULIPAS,27.46971432,-99.504625
AFORE INVERCAP SA DE CV,INVERCAP,TAMAULIPAS,26.08995928,-98.27215249
AFORE INVERCAP SA DE CV,INVERCAP,TAMAULIPAS,22.23548482,-97.86823201
AFORE INVERCAP SA DE CV,INVERCAP,TLAXCALA,19.41464145,-98.13720773
AFORE INVERCAP SA DE CV,INVERCAP,VERACRUZ,18.89689304,-96.93895672
AFORE INVERCAP SA DE CV,INVERCAP,VERACRUZ,18.14283284,-94.43174109
AFORE INVERCAP SA DE CV,INVERCAP,VERACRUZ,19.15621583,-96.10859185
AFORE INVERCAP SA DE CV,INVERCAP,VERACRUZ,19.53316363,-96.93325274
AFORE INVERCAP SA DE CV,INVERCAP,VERACRUZ,20.53573235,-97.45862316
AFORE INVERCAP SA DE CV,INVERCAP,YUCATAN,20.97200484,-89.62216664
AFORE INVERCAP SA DE CV,INVERCAP,ZACATECAS,22.76424266,-102.5553396
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,AGUASCALIENTES,21.87898484,-102.2927189
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO PENSIONISSSTE,PENSIONISSSTE,AGUASCALIENTES,21.8920727,-102.2964768
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,BAJA CALIFORNIA,32.64190261,-115.4503177
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,BAJA CALIFORNIA,32.49518848,-116.9320095
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO PENSIONISSSTE,PENSIONISSSTE,BAJA CALIFORNIA SUR,24.14847307,-110.3050542
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,CAMPECHE,19.85365305,-90.52819829
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,COAHUILA,25.54732604,-100.9436279
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,COAHUILA,25.4469679,-100.9942563
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,COLIMA,19.2723561,-103.7348148
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,CHIAPAS,16.75260979,-93.10690484
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,CHIAPAS,16.74443038,-92.63553901
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,CHIAPAS,14.89935966,-92.24974304
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,CHIHUAHUA,28.61777966,-106.1035404
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,CHIHUAHUA,31.73707737,-106.443713
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,CIUDAD DE MEXICO,19.32824423,-99.10779547
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,CIUDAD DE MEXICO,19.31671678,-99.1240943
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,CIUDAD DE MEXICO,19.37730507,-99.09643204
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,CIUDAD DE MEXICO,19.41349436,-99.1812148
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,CIUDAD DE MEXICO,19.44454039,-99.1521715
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,CIUDAD DE MEXICO,19.3841782,-99.14859604
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,DURANGO,25.55509563,-103.5075674
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,DURANGO,24.03320583,-104.67217
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,GUANAJUATO,20.53241036,-100.8266442
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,GUERRERO,16.85433052,-99.85749499
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,HIDALGO,20.11634672,-98.7423095
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,JALISCO,20.66320999,-103.2966164
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,ESTADO DE MEXICO,19.68703016,-99.21314468
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,ESTADO DE MEXICO,19.64044815,-99.13999087
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,ESTADO DE MEXICO,19.60410011,-99.01362341
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,ESTADO DE MEXICO,19.29913392,-98.88427344
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,MICHOACAN,19.72696607,-101.2231498
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,NAYARIT,21.5071115,-104.90081
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,NUEVO LEON,25.67150315,-100.337467
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,NUEVO LEON,25.70199576,-100.3098619
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,OAXACA,17.07714266,-96.70703475
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,PUEBLA,19.05174699,-98.21309303
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,QUINTANA ROO,21.15383979,-86.8385513
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,QUINTANA ROO,18.49358351,-88.29639347
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,SAN LUIS POTOSI,22.15043029,-100.987558
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,SAN LUIS POTOSI,21.99329158,-99.00433428
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,SONORA,27.4811449,-109.927822
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,SONORA,29.06800811,-110.9578158
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,TABASCO,18.00057068,-92.92581498
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,TAMAULIPAS,23.73148024,-99.13000508
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,TAMAULIPAS,26.07556305,-98.3172077
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,TLAXCALA,19.32423894,-98.23436136
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,VERACRUZ,18.14195301,-94.48652022
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO PENSIONISSSTE,PENSIONISSSTE,VERACRUZ,19.56050091,-96.92882894
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,YUCATAN,20.99263844,-89.61114148
FONDO NACIONAL DE PENSIONES DE LOS TRABAJADORES AL SERVICIO DEL ESTADO  PENSIONISSSTE,PENSIONISSSTE,ZACATECAS,22.74265777,-102.4972384
PRINCIPAL,PRINCIPAL,GUERRERO,17.5506,-99.5024
PRINCIPAL,PRINCIPAL,AGUASCALIENTES,21.8853,-102.2916
